n,time
1,4.00003045797348e-06
11,1.2833974324166775e-05
21,1.7833895981311798e-05
31,2.4124979972839355e-05
41,3.358302637934685e-05
51,4.499999340623617e-05
61,5.754095036536455e-05
71,6.816699169576168e-05
81,8.108303882181644e-05
91,9.495904669165611e-05
101,0.00010091695003211498
111,0.0001175830839201808
121,0.00013104104436933994
131,0.000147333019413054
141,0.00016258296091109514
151,0.00017600005958229303
161,0.00018133304547518492
171,0.00020666595082730055
181,0.00022533396258950233
191,0.00023804197553545237
201,0.000247957999818027
211,0.0002686249790713191
221,0.00025349995121359825
231,0.000292415963485837
241,0.0003123750211670995
251,0.000325417029671371
261,0.00034191703889518976
271,0.0003587499959394336
281,0.0003785410663112998
291,0.00038479105569422245
301,0.0003933749394491315
311,0.000416541937738657
321,0.0004374169511720538
331,0.00045245804358273745
341,0.0004717080155387521
351,0.000489374971948564
361,0.000510290963575244
371,0.0005261250771582127
381,0.00054695806466043
391,0.0005724580259993672
401,0.0005742498906329274
411,0.0006076249992474914
421,0.0006160420598462224
431,0.0006500419694930315
441,0.000646500033326447
451,0.0006619159830734134
461,0.000681209028698504
471,0.0006979170721024275
481,0.0007320409640669823
491,0.0007560839876532555
501,0.0007671660277992487
511,0.0007742500165477395
521,0.0008142910664901137
531,0.0008254169952124357
541,0.000842583947815001
551,0.000850624986924231
561,0.0008576250402256846
571,0.0008862919639796019
581,0.0009025000035762787
591,0.000914291013032198
601,0.0009340830147266388
611,0.0009504170157015324
621,0.0009782089618965983
631,0.0010074999881908298
641,0.000997166964225471
651,0.0010102500673383474
661,0.001058042049407959
671,0.0011133750667795539
681,0.0010850420221686363
691,0.0010744170285761356
701,0.0011473329504951835
711,0.0011575829703360796
721,0.0011596250114962459
731,0.0011851669987663627
741,0.001238292083144188
751,0.0012532499385997653
761,0.0012908750213682652
771,0.0013084160163998604
781,0.001318124937824905
791,0.0013151250313967466
801,0.0013188750017434359
811,0.0013106249971315265
821,0.0013915000017732382
831,0.001383707975037396
841,0.001432624994777143
851,0.0014244159683585167
861,0.0014607920311391354
871,0.0014799589989706874
881,0.0014889170415699482
891,0.0014778750482946634
901,0.001556792063638568
911,0.0015639170305803418
921,0.0015854169614613056
931,0.001555750030092895
941,0.0016298750415444374
951,0.0016024999786168337
961,0.0016513749724254012
971,0.001574499998241663
981,0.0017365000676363707
991,0.00171533296816051
1001,0.0017279579769819975
1011,0.001713917008601129
1021,0.0018082089954987168
1031,0.0017952920170500875
1041,0.0018360420363023877
1051,0.0017787920078262687
1061,0.0020554170478135347
1071,0.002048208029009402
1081,0.0020016670459881425
1091,0.0020135840168222785
1101,0.0019724590238183737
1111,0.0019823750481009483
1121,0.0019844999769702554
1131,0.0019330000504851341
1141,0.0020390000427141786
1151,0.002017208025790751
1161,0.0021005000453442335
1171,0.002058833953924477
1181,0.0021071250084787607
1191,0.002103584003634751
1201,0.0021273749880492687
1211,0.002127291983924806
1221,0.002199165988713503
1231,0.0021775419590994716
1241,0.0022563330130651593
1251,0.002220290945842862
1261,0.0022752078948542476
1271,0.0022713340586051345
1281,0.002316166996024549
1291,0.002256416017189622
1301,0.0023464160040020943
1311,0.002391749992966652
1321,0.0024423329159617424
1331,0.002406666986644268
1341,0.002456875052303076
1351,0.0024686669930815697
1361,0.0024426659801974893
1371,0.002505249925889075
1381,0.002553125028498471
1391,0.0025513330474495888
1401,0.0025837080320343375
1411,0.002605083049274981
1421,0.0026406249962747097
1431,0.0026576670352369547
1441,0.0027602920308709145
1451,0.0027444580337032676
1461,0.0027039580745622516
1471,0.0027669169940054417
1481,0.0027613339480012655
1491,0.002800708985887468
1501,0.0029044169932603836
1511,0.002846582909114659
1521,0.002844999893568456
1531,0.002909415983594954
1541,0.002879458013921976
1551,0.0029502499382942915
1561,0.002948000095784664
1571,0.002945624990388751
1581,0.0029701250605285168
1591,0.0029179169796407223
1601,0.0029751670081168413
1611,0.003110292018391192
1621,0.003073583939112723
1631,0.0030710420105606318
1641,0.003053708001971245
1651,0.0031178329372778535
1661,0.0031534580048173666
1671,0.003180749947205186
1681,0.0031742079881951213
1691,0.0032185419695451856
1701,0.0032360419863834977
1711,0.003310083062388003
1721,0.0032931660534814
1731,0.0033340830123052
1741,0.003341417061164975
1751,0.003350583021529019
1761,0.0033971669618040323
1771,0.0034459999296814203
1781,0.003411040990613401
1791,0.00343316700309515
1801,0.00347612495534122
1811,0.003533166949637234
1821,0.003540791920386255
1831,0.0035002499353140593
1841,0.0035047909477725625
1851,0.003594666952267289
1861,0.003675833926536143
1871,0.0035974159836769104
1881,0.003657458000816405
1891,0.0037172919837757945
1901,0.00375166698358953
1911,0.0037539999466389418
1921,0.0037709169555455446
1931,0.0037967500975355506
1941,0.003730915952473879
1951,0.003915208042599261
1961,0.0037993749137967825
1971,0.0038872091099619865
1981,0.003898374969139695
1991,0.003961208974942565
2001,0.003903666976839304
2011,0.0040593750309199095
2021,0.0040051250252872705
2031,0.004032083903439343
2041,0.004014458041638136
2051,0.004079792066477239
2061,0.0040652090683579445
2071,0.004171957960352302
2081,0.004129583016037941
2091,0.004192624939605594
2101,0.00415370799601078
2111,0.004203499993309379
2121,0.004197541973553598
2131,0.004261250025592744
2141,0.004268249962478876
2151,0.00434770795982331
2161,0.004262125003151596
2171,0.004299457999877632
2181,0.004309915937483311
2191,0.004367875051684678
2201,0.004387916997075081
2211,0.004456582944840193
2221,0.0045238330494612455
2231,0.004486916936002672
2241,0.00443745800293982
2251,0.004541958915069699
2261,0.004514250089414418
2271,0.004511000006459653
2281,0.004540959023870528
2291,0.004610209027305245
2301,0.004672041977755725
2311,0.004628624999895692
2321,0.004595709033310413
2331,0.004778875038027763
2341,0.004627124988473952
2351,0.00467091694008559
2361,0.004710374982096255
2371,0.004800874972715974
2381,0.004750207997858524
2391,0.004807666991837323
2401,0.004859249922446907
2411,0.004857541061937809
2421,0.004807083052583039
2431,0.004932832904160023
2441,0.00491333391983062
2451,0.005048708058893681
2461,0.005048583960160613
2471,0.005040083080530167
2481,0.004970500012859702
2491,0.0050870830891653895
2501,0.005738124949857593
2511,0.005190541036427021
2521,0.005018915981054306
2531,0.005286208004690707
2541,0.005146750016137958
2551,0.005169541924260557
2561,0.005252916016615927
2571,0.0051846669521182775
2581,0.005228374968282878
2591,0.005337583017535508
2601,0.005333000095561147
2611,0.0053428750252351165
2621,0.005422041984274983
2631,0.005370000028051436
